Age,ca,pa,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Position,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out,Punching,Throwing,Adaptation,Ambition,Argue,Loyal,Resistant to stress,Professional,Sportsmanship,Emotional control,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Values,Current reputation,Domestic reputation,World reputation,RCA,Colour of skin,Number of national team appearances,Goals scored for the national team,Salary
25,136,143,7,9,15,11,14,7,10,13,9,11,13,10,12,15,18,12,17,14,11,12,11,13,12,11,14,10,15,16,14,13,13,12,11,14,15,12,9,10,15,7,15,1,3,3,2,2,3,1,2,4,1,2,14,17,8,10,10,13,14,10,1,1,1,1,1,1,18,12,20,12,13,15,13,1,184,75,10,20,8520252,6642,6642,4892,132,7,4,0,28846
26,136,155,2,6,10,5,13,6,14,5,11,15,12,5,15,12,13,14,15,13,13,12,13,14,8,13,5,14,16,15,13,13,14,15,14,13,15,13,13,12,12,10,10,2,1,3,1,4,2,2,3,4,2,1,11,12,5,12,14,14,14,14,1,1,20,10,1,8,1,1,1,1,1,1,1,1,188,0,8,20,20183497,6800,6800,6000,137,6,0,0,46397
30,136,138,10,13,11,7,12,8,12,7,15,13,12,5,12,12,15,13,13,11,12,11,13,12,12,9,13,13,14,16,15,13,12,10,16,15,17,12,15,13,12,5,13,1,3,1,1,2,3,2,2,2,2,2,14,10,8,12,13,14,13,18,1,1,1,20,1,15,1,1,1,10,1,1,10,1,175,71,10,20,6519267,6800,6800,4500,134,15,42,1,14564
29,136,140,2,3,2,3,10,1,3,1,1,2,9,2,2,9,9,12,14,9,13,8,12,15,4,10,8,15,12,11,10,15,10,17,12,8,10,11,15,9,11,6,2,14,13,11,9,17,12,14,16,12,15,13,8,14,2,10,8,14,12,12,20,1,1,1,1,1,1,1,1,1,1,1,1,1,193,85,7,20,20274604,6789,6789,5489,131,1,3,0,52196
27,136,146,14,13,14,12,14,17,7,17,5,7,15,12,9,15,12,13,13,14,13,14,14,16,15,8,14,8,14,13,13,13,15,6,14,12,14,8,13,9,13,8,13,1,2,2,3,2,1,1,4,1,3,3,15,12,7,13,13,14,15,8,1,1,1,1,1,1,1,16,18,12,16,20,12,8,172,70,12,20,8991106,6850,7050,5200,137,1,48,11,41667
28,136,140,8,10,14,13,12,8,9,9,8,7,12,13,8,14,11,12,13,10,12,11,10,11,15,6,14,7,11,13,15,14,14,12,13,17,13,12,12,7,11,12,16,2,2,3,3,2,2,2,3,4,2,3,10,14,8,9,12,13,12,10,1,1,1,1,10,10,1,12,1,16,16,10,19,20,185,78,9,20,3380204,6650,6650,6250,122,17,26,1,48051
35,136,155,12,16,15,13,16,12,5,12,6,9,15,13,8,15,11,16,11,13,12,14,13,18,16,12,15,12,10,13,13,12,13,9,17,12,13,9,16,8,12,8,16,1,3,3,3,3,3,3,1,2,1,1,13,12,9,13,12,18,11,13,1,1,1,1,1,18,1,12,16,20,12,10,14,1,180,70,12,20,1624188,6800,6600,6700,136,3,54,7,46249
24,136,144,5,8,15,14,13,10,13,10,4,4,11,12,4,13,12,13,14,12,11,11,13,14,14,7,13,10,12,12,17,15,13,13,14,16,13,10,12,9,12,10,11,1,1,2,2,1,1,2,3,2,3,2,14,14,6,13,11,14,14,12,1,1,1,1,1,1,1,1,1,1,17,1,17,20,185,70,9,20,7143604,6798,6248,5398,132,14,14,1,42692
30,136,144,14,12,13,10,15,13,11,13,12,9,14,12,9,13,16,13,13,14,13,13,12,16,14,11,13,10,15,17,12,13,13,12,14,11,15,14,15,13,13,9,12,2,1,3,2,3,1,4,3,4,2,1,14,16,10,3,17,14,11,7,1,1,15,1,1,1,20,1,19,1,1,12,1,1,186,77,11,20,7634150,6797,6947,5247,129,6,48,1,101700
23,136,153,3,8,9,6,14,4,13,5,10,14,14,7,14,14,11,13,15,13,13,12,15,12,8,9,8,15,15,10,11,8,15,17,11,13,11,17,14,7,16,16,8,3,2,3,2,2,1,1,3,2,3,2,11,13,8,10,14,14,13,17,1,16,20,1,12,1,12,1,1,1,1,1,1,1,196,90,20,9,15923083,6500,6024,5019,134,15,0,0,14999
24,136,148,10,11,14,8,13,8,6,10,8,10,13,17,11,14,10,11,10,12,10,12,12,10,14,7,14,10,13,10,16,15,14,8,13,14,13,10,12,9,12,9,20,1,3,2,1,3,3,1,3,3,2,3,19,14,12,13,13,10,12,13,1,18,8,18,19,20,14,12,15,12,10,8,13,1,177,73,9,20,19062192,6800,7050,5750,123,15,5,0,75395
31,136,150,17,17,11,13,14,14,11,14,6,10,15,14,10,15,13,13,12,15,14,15,14,15,13,12,16,13,14,16,8,12,11,10,15,9,15,11,16,6,15,5,13,2,3,2,2,1,2,2,1,1,2,3,17,13,5,13,12,17,15,14,1,1,1,1,1,12,14,14,18,14,15,20,15,1,181,78,11,20,23823150,6800,6800,5500,132,4,0,0,76555
29,136,146,11,13,11,7,13,5,12,12,10,13,13,7,13,13,7,14,10,11,11,11,12,12,7,6,11,14,18,15,13,14,13,11,10,14,13,13,14,8,10,17,15,1,2,2,1,3,4,1,2,1,1,1,13,13,1,14,11,20,19,18,1,19,10,20,18,19,1,11,1,11,1,1,1,1,182,78,12,20,6088906,6800,6800,5750,130,2,39,0,53462
33,136,153,7,7,9,8,12,7,15,7,10,14,14,8,14,13,14,16,15,13,11,10,12,15,9,14,9,15,13,12,12,11,14,15,12,13,13,14,11,14,13,10,5,1,2,3,3,2,2,1,3,1,1,3,15,14,12,14,12,14,10,13,1,10,20,10,1,1,1,1,1,1,1,1,1,1,190,84,10,20,3519976,6769,7450,6499,136,6,70,4,115992
24,136,155,8,8,11,9,13,6,13,9,11,14,14,11,14,13,9,12,11,14,12,14,11,14,14,10,8,13,12,13,15,13,14,16,15,15,14,13,12,6,10,12,12,2,1,2,2,3,1,4,3,3,3,2,13,17,12,7,13,14,14,15,1,1,20,12,1,1,11,1,1,1,1,1,1,1,196,80,11,20,24463146,6800,6800,4750,135,16,0,0,46397
31,136,146,8,13,14,12,14,9,10,10,13,8,12,12,8,14,11,12,8,12,7,10,12,12,11,5,14,9,11,11,16,13,14,8,14,16,13,12,12,13,11,12,15,1,1,2,3,2,3,1,1,3,1,2,12,13,7,10,11,13,8,12,1,1,1,14,14,20,1,13,1,19,12,10,15,10,177,80,11,20,347975206,6900,6950,5500,122,17,38,12,42192
22,136,161,2,8,11,5,13,3,14,5,6,15,13,6,16,13,12,16,13,16,14,11,12,14,9,9,7,15,14,12,13,10,11,16,14,13,13,14,14,8,13,6,9,1,3,3,2,1,2,2,1,4,3,1,13,14,4,14,17,16,9,15,1,1,20,10,1,1,1,1,1,1,1,1,1,1,190,82,10,20,20591999,6900,6850,6250,136,4,2,0,7671
26,136,147,3,2,3,1,6,7,8,1,3,3,10,1,1,6,11,16,13,14,14,6,11,14,3,12,3,16,12,10,12,12,13,17,13,11,12,16,12,5,6,5,11,15,17,12,7,13,11,14,14,11,12,11,15,13,4,11,15,16,12,15,20,1,1,1,1,1,1,1,1,1,1,1,1,1,196,83,9,20,6344876,6800,6024,5321,136,1,2,0,19448
32,136,155,8,9,10,9,14,8,12,10,2,12,13,7,14,13,12,13,13,15,14,13,13,15,13,12,12,15,14,14,10,11,15,12,15,12,15,13,17,8,15,7,11,2,3,1,4,3,1,2,4,3,3,2,13,14,9,15,12,13,11,16,1,1,12,1,1,1,20,1,17,7,1,1,1,1,187,74,10,20,347975206,7433,7037,5757,127,8,4,0,36515
35,136,137,18,16,11,10,12,13,13,11,14,13,13,10,13,12,13,15,15,15,16,12,14,16,9,15,10,12,16,16,11,10,15,14,17,10,12,13,17,10,11,6,14,3,1,1,1,1,1,3,3,1,2,1,10,14,6,16,13,17,15,12,1,1,10,20,1,20,1,1,1,14,1,1,14,1,189,78,12,20,406593,6600,5930,5317,136,5,23,1,19177
35,136,137,4,3,1,2,12,6,2,1,2,2,12,13,3,10,5,13,16,16,16,1,14,15,1,7,2,15,13,12,9,12,12,14,9,9,7,11,15,12,14,5,12,15,13,14,12,12,14,15,15,13,14,12,13,13,2,13,9,11,12,12,20,1,1,1,1,1,1,1,1,1,1,1,1,1,191,82,9,20,347975206,6551,6103,3879,136,6,0,0,11904
34,136,150,4,3,2,3,8,6,1,3,2,1,9,3,7,7,7,12,15,16,15,9,15,17,2,9,1,15,6,12,2,12,13,20,11,2,9,19,15,5,16,6,1,19,11,14,4,14,13,16,17,12,3,13,13,19,3,8,13,20,18,15,20,1,1,1,1,1,1,1,1,1,1,1,1,1,201,99,7,20,9003176,6791,6241,5341,135,5,6,0,81194
23,136,153,5,7,11,14,13,7,14,13,5,5,11,14,6,14,5,12,13,14,11,11,13,12,12,8,15,5,13,14,14,13,14,14,14,14,14,15,12,5,11,5,9,1,2,2,1,1,3,3,2,2,2,1,12,13,5,12,11,14,12,10,1,1,1,1,1,1,1,1,1,1,1,1,1,20,185,75,12,20,20000000,6800,6750,5300,135,2,0,0,71154
28,136,145,8,12,12,8,12,8,11,8,9,13,12,8,14,12,13,15,14,10,10,12,10,13,8,12,15,13,15,14,14,14,14,11,16,15,17,13,11,6,13,6,15,3,2,2,2,2,3,3,1,3,3,3,15,14,7,13,12,14,13,13,1,16,10,20,15,15,1,9,1,10,1,1,1,1,182,70,11,20,7103724,6800,7450,5746,133,6,71,2,71154
29,136,141,8,14,12,7,12,7,10,10,12,13,12,10,14,12,14,14,12,13,14,10,13,15,12,10,16,10,14,16,14,13,15,10,16,14,15,15,14,12,12,15,12,1,1,1,1,1,2,2,3,2,1,1,14,15,6,15,12,13,12,14,1,14,1,20,12,17,1,1,1,1,1,1,1,1,174,68,10,20,4121075,6450,6550,4500,135,17,24,0,20698
31,136,145,3,2,2,1,6,2,3,3,2,8,7,4,6,5,7,14,15,15,11,10,12,12,8,15,6,14,12,12,13,14,15,14,12,13,14,14,11,6,15,3,3,14,14,13,7,14,11,13,12,11,14,11,16,13,6,13,12,12,13,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,188,84,13,20,347975206,6828,6860,3469,134,6,0,0,19434
23,136,149,13,8,12,9,13,13,11,15,12,7,17,15,7,13,12,13,13,12,14,15,13,16,12,14,13,15,14,15,11,13,14,12,15,12,14,10,16,5,12,11,12,1,4,1,3,2,1,1,3,3,2,1,5,16,14,13,15,14,12,7,1,1,1,1,1,1,17,1,20,10,1,16,1,1,185,75,12,20,15102784,6793,6793,4993,135,3,0,0,6999
23,136,150,2,7,12,13,15,13,14,11,3,7,14,17,7,16,11,13,13,15,13,15,13,16,15,6,14,7,12,12,11,12,15,16,13,11,14,16,12,7,15,10,11,3,3,4,1,1,1,4,1,1,3,1,15,15,8,18,16,15,14,15,1,1,1,1,1,1,1,1,12,1,12,18,12,20,190,82,12,20,17655135,6800,6750,5900,136,4,15,5,38355
30,136,140,8,11,12,8,14,7,8,7,6,13,14,11,15,13,13,15,14,15,13,12,15,13,8,7,8,14,16,16,13,14,14,5,15,12,17,12,14,11,14,9,12,2,3,3,3,2,3,2,2,1,3,3,18,14,6,14,12,14,14,14,1,1,1,1,1,1,20,1,18,1,1,1,1,1,167,73,8,20,17684528,6799,6799,5249,136,16,17,0,57996
26,136,136,8,7,11,12,9,9,13,11,8,6,12,13,9,13,18,15,14,11,16,13,12,14,11,13,17,13,16,19,15,13,12,10,16,13,16,14,14,15,14,5,7,1,3,3,1,3,3,3,2,1,3,2,12,14,8,10,11,13,8,7,1,1,1,1,1,1,1,1,1,1,12,12,12,20,174,70,11,20,8518114,6798,6848,5248,134,8,19,2,27930
29,136,144,7,12,13,10,15,7,14,9,9,13,13,6,15,12,15,13,15,14,12,10,12,15,11,10,16,13,15,16,14,13,14,9,15,13,16,14,12,13,14,7,12,3,3,3,1,1,1,3,3,2,1,3,14,15,14,12,11,13,11,12,1,14,12,20,8,17,7,1,1,10,1,1,1,1,174,74,8,20,14082490,6800,7000,6000,136,17,79,4,66471
24,136,148,10,14,12,8,13,9,12,9,13,13,12,8,15,12,11,14,13,13,14,10,13,14,12,11,13,14,15,16,14,12,12,13,14,14,14,13,14,11,12,7,11,1,2,2,1,4,1,2,1,1,2,2,7,12,7,3,10,11,12,10,1,20,1,1,16,1,1,15,1,1,1,1,1,1,184,78,20,9,6088906,6800,6900,5750,137,6,6,0,36922
23,136,146,15,12,13,9,12,13,6,14,6,11,11,12,10,14,13,15,14,13,11,11,13,17,14,13,15,11,16,16,14,14,10,6,11,14,16,8,12,6,14,2,18,3,2,4,3,2,2,1,3,3,1,3,13,15,4,15,13,16,11,14,1,1,1,1,1,1,11,14,18,14,17,20,17,1,174,60,20,9,12614352,6750,6200,5250,130,4,15,1,44840
32,136,143,6,8,8,6,10,4,16,4,15,15,10,5,16,9,17,14,16,11,14,8,13,14,7,15,8,14,18,14,13,12,10,14,12,12,15,15,15,9,11,8,10,4,1,2,2,2,1,3,2,1,3,2,12,12,3,15,11,16,16,15,1,18,20,1,1,1,1,1,1,1,1,1,1,1,183,74,20,7,347975206,6800,6800,5500,136,5,0,0,57996
25,136,144,15,14,16,9,16,13,5,12,8,5,14,13,6,17,11,9,9,13,12,16,12,14,17,4,10,7,9,11,14,16,15,8,13,13,14,9,9,13,18,3,11,2,1,3,3,3,1,2,1,1,2,1,13,16,7,11,10,18,11,15,1,1,1,1,1,1,1,12,13,12,20,18,19,7,175,68,20,11,18009468,6800,6350,5250,134,9,0,0,19981
33,136,160,13,14,16,15,16,14,8,13,1,4,15,14,5,17,10,14,12,13,10,15,11,11,17,13,16,8,9,7,14,16,12,7,7,13,10,7,8,6,14,13,13,2,2,3,1,2,2,1,2,3,3,2,11,8,7,7,13,9,14,13,1,1,1,1,1,1,1,10,1,12,18,18,20,19,178,74,20,7,347975206,7205,7413,6479,126,9,72,19,78529
26,136,145,3,3,1,2,9,6,3,3,2,2,13,5,3,8,8,14,14,16,11,8,12,14,4,10,8,15,14,8,12,14,13,16,15,11,12,14,14,5,10,12,15,15,12,12,8,14,12,14,14,10,7,12,14,13,10,12,16,12,13,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,193,92,8,20,4247845,6598,6598,4180,134,6,0,0,11791
31,136,136,10,12,11,8,14,9,13,13,8,10,13,8,14,14,13,14,15,13,15,13,13,15,10,13,11,12,15,14,14,15,14,11,14,13,15,13,15,13,14,5,16,2,3,3,1,2,2,4,1,4,3,2,9,15,8,16,13,16,12,13,1,1,1,13,1,13,18,1,20,12,1,12,12,1,180,76,8,20,4999447,6800,6550,4500,135,8,0,0,29918
25,136,145,12,11,12,14,12,11,9,12,12,7,12,14,7,13,10,14,13,10,12,12,12,15,13,10,14,12,11,13,15,14,14,6,9,13,12,12,12,7,3,5,12,1,1,2,1,1,2,1,1,2,3,3,10,12,6,14,12,14,15,12,1,1,1,1,1,1,1,15,1,14,20,17,15,19,167,72,12,20,7618798,6750,6750,4850,127,5,0,0,14585
40,136,157,1,1,1,1,8,1,8,1,7,1,10,2,1,9,6,14,15,15,15,8,15,13,5,13,2,14,9,9,9,10,11,17,15,9,11,13,16,8,14,9,1,16,14,13,10,14,15,13,14,15,9,12,13,14,14,15,15,16,14,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,196,87,8,20,468738,6800,6800,5800,137,5,1,0,15558
34,136,150,8,8,7,13,13,8,17,10,13,14,12,14,15,13,17,14,17,13,14,8,14,15,12,7,15,14,18,16,9,11,18,17,16,12,17,17,15,19,12,5,12,2,2,3,3,2,2,1,1,2,3,2,14,15,8,11,12,14,6,8,1,1,4,1,1,1,14,1,20,1,1,18,1,12,194,85,12,20,347975206,7044,6700,6700,137,10,87,18,57533
28,136,142,7,12,15,14,15,9,11,9,4,5,13,11,10,14,6,14,10,12,12,13,13,13,15,10,15,8,14,16,12,14,13,8,15,13,14,9,11,7,14,8,16,3,2,3,1,2,1,1,3,3,1,3,13,15,5,12,13,13,12,14,1,1,1,1,1,1,1,1,1,15,13,20,19,18,178,72,12,20,16944171,6800,6800,5750,130,10,0,0,92793
29,136,160,5,11,12,13,14,7,12,13,5,12,13,8,12,14,13,12,14,13,12,13,13,14,12,10,13,12,16,17,14,13,14,12,16,13,16,15,11,11,14,9,10,1,3,2,3,3,2,1,2,2,2,2,14,15,5,13,14,15,15,12,1,1,10,1,1,1,17,1,20,1,1,16,1,7,183,70,8,20,27051843,6800,6850,6000,136,17,2,0,139190
28,136,140,1,10,11,9,12,10,15,13,2,16,13,4,12,12,10,14,15,13,12,11,11,18,16,13,10,14,15,12,12,13,13,15,16,14,12,15,13,7,15,11,12,1,3,3,3,4,3,2,1,1,2,3,15,14,5,11,17,17,17,15,1,1,20,1,1,1,9,1,6,1,1,1,1,1,187,83,10,20,5222234,6290,6290,5490,135,13,0,0,43499
27,136,145,10,12,12,14,14,11,8,12,2,7,11,15,8,15,12,14,13,16,14,14,14,14,12,10,12,8,13,12,12,11,14,15,16,14,14,17,13,10,16,8,9,2,2,1,3,1,3,3,3,2,2,2,14,14,11,10,16,15,14,13,1,1,1,1,1,1,1,1,1,1,1,1,1,20,192,86,20,11,6438724,6000,5624,5624,135,11,0,0,63795
25,136,144,11,14,13,12,12,12,13,13,3,11,14,8,15,13,14,13,12,14,13,13,14,15,12,11,14,12,13,14,14,14,14,11,13,13,14,11,14,12,11,5,15,2,2,1,1,3,1,3,3,1,1,3,14,15,8,12,12,15,15,15,1,17,1,1,17,1,12,17,20,1,1,1,1,1,181,74,20,8,6654020,6800,6600,5000,134,6,0,0,3654
30,136,136,8,10,9,7,11,9,15,10,9,14,12,8,13,11,16,12,13,14,14,13,12,14,6,16,9,15,15,15,12,11,13,15,13,11,13,16,16,11,14,8,11,3,2,2,2,3,2,1,2,3,3,1,10,13,5,8,12,13,15,16,1,1,20,16,1,14,14,1,14,14,1,10,12,1,183,82,10,20,12321996,6788,6588,5238,135,4,8,1,14999
31,136,136,13,15,14,10,15,13,11,12,6,7,15,10,8,15,12,15,11,12,12,14,13,12,12,4,13,9,18,14,12,13,14,9,14,12,14,8,16,8,13,8,10,1,3,3,2,3,3,3,3,2,2,2,11,9,1,17,7,17,13,20,1,1,1,1,1,1,1,12,1,20,12,12,20,1,180,72,15,20,347975206,6812,6907,5165,136,4,26,2,7791
27,136,137,8,11,15,12,15,13,15,8,5,3,14,17,7,16,8,15,9,13,12,17,7,7,18,12,10,8,19,7,12,13,10,17,9,12,11,17,5,4,10,5,10,3,2,3,2,2,3,2,3,2,3,2,14,8,8,13,9,9,15,16,1,1,1,1,1,1,1,1,1,1,8,18,8,20,193,88,16,20,6942076,6899,6899,5899,136,2,21,6,14422
32,136,155,11,10,11,11,13,12,8,14,6,14,15,9,14,15,15,14,14,14,16,15,15,9,7,12,9,15,19,17,10,11,13,10,11,9,11,13,13,13,14,15,9,1,1,2,2,1,2,3,1,1,1,1,12,12,4,17,11,17,15,15,1,1,1,1,1,1,20,1,20,1,1,1,1,1,179,76,8,20,5971909,6800,6800,6000,137,5,3,1,55000
26,136,155,9,14,16,11,13,9,9,13,4,8,12,11,11,14,9,13,10,13,13,12,14,15,15,8,14,14,15,15,14,13,15,12,13,14,16,13,13,8,13,7,15,1,3,2,2,3,2,4,1,3,2,1,14,13,7,12,13,15,14,15,1,1,1,1,1,12,15,13,20,13,13,15,13,8,180,82,8,20,32508319,6799,6949,5849,133,14,58,10,115992
24,136,147,14,13,15,12,15,15,6,16,4,4,13,10,4,15,10,13,8,12,10,13,12,13,16,4,14,4,10,9,16,15,13,7,13,15,13,8,11,5,14,9,14,1,1,2,2,2,1,3,1,2,3,3,15,14,15,7,15,7,8,10,1,1,1,1,1,1,1,15,1,12,20,18,15,12,175,70,12,20,6456994,6800,6550,5800,134,2,33,4,34520
22,136,150,9,14,12,7,12,7,14,7,14,12,10,9,13,12,12,13,13,13,11,10,12,12,11,8,13,12,11,14,12,10,12,15,16,17,19,18,10,11,9,5,13,2,3,1,3,2,2,3,2,3,1,2,15,16,7,14,15,15,18,17,1,20,19,1,1,1,1,1,1,1,1,1,1,1,185,78,20,8,45740877,6744,6494,4994,132,15,6,0,29999
28,136,139,9,10,12,8,13,9,12,9,8,13,14,8,14,14,14,13,14,14,15,15,13,13,12,14,12,15,15,16,11,11,12,14,15,12,16,12,15,3,14,11,16,3,1,2,2,4,1,3,1,1,1,3,14,14,4,14,13,13,16,14,1,1,13,1,1,1,20,1,18,1,1,10,1,1,187,76,12,20,27341164,6800,7000,5750,136,5,17,1,46397
31,136,145,4,8,6,4,8,7,13,8,18,15,8,5,15,8,16,12,18,11,16,9,12,18,6,14,8,15,18,18,10,10,9,16,9,14,14,16,17,14,8,11,15,1,1,3,3,3,1,2,1,2,3,1,16,14,4,7,13,17,7,6,1,15,20,1,14,1,1,1,1,1,1,1,1,1,188,82,20,10,347975206,6700,6250,5300,134,4,0,0,14410
29,136,137,8,10,11,8,12,7,12,8,9,12,13,8,16,13,15,14,15,13,15,12,12,15,10,15,13,14,17,16,12,13,12,12,15,12,15,12,16,8,15,8,17,2,3,3,3,2,2,2,2,3,3,2,13,16,5,13,16,17,14,16,1,1,16,10,1,1,20,1,19,1,1,1,1,1,178,76,11,20,11022902,6849,7099,4999,133,7,41,2,10000
29,136,140,4,12,11,9,12,3,12,9,17,12,12,7,13,12,13,13,14,12,12,11,12,16,11,15,14,12,15,17,14,12,13,11,18,15,16,12,16,12,15,9,13,3,3,2,2,3,2,3,1,2,3,1,16,13,7,15,16,18,12,12,1,10,16,20,10,18,1,8,1,10,1,1,1,1,183,79,11,20,8716940,6800,6900,5300,131,2,31,2,30684
24,136,149,6,10,11,9,15,7,13,11,5,9,15,10,16,15,14,14,15,13,12,14,13,16,14,10,13,12,14,16,12,13,11,11,15,12,17,11,15,14,13,7,12,2,3,1,4,1,3,3,3,1,3,3,16,15,7,11,15,14,10,11,1,1,1,1,1,1,20,7,20,7,1,14,1,1,179,73,10,20,6654020,6800,6600,6000,134,5,11,1,17307
35,136,176,7,10,11,14,14,11,16,14,5,13,15,15,16,15,20,13,19,14,13,12,11,18,13,16,14,13,16,18,10,11,16,13,15,10,12,13,12,14,16,12,14,3,1,3,2,1,1,2,3,1,4,3,12,18,20,10,17,8,7,10,1,10,10,10,10,10,15,10,20,10,10,15,10,8,180,75,12,20,347975206,6800,7451,6298,137,10,132,32,49200
24,136,150,11,10,9,10,12,9,11,14,6,9,14,12,13,13,14,15,16,11,15,14,12,14,10,13,13,14,16,14,14,12,12,12,14,13,15,13,14,10,13,7,16,1,3,3,3,4,1,3,1,2,1,3,7,11,6,11,12,11,11,15,1,1,1,1,1,1,20,1,20,1,1,1,1,1,180,73,12,20,11787368,6800,6800,3350,136,6,0,0,15875
22,136,161,6,6,7,6,14,6,14,8,9,14,12,6,15,12,12,14,13,13,13,11,14,14,7,9,7,15,13,13,14,11,12,14,14,14,12,15,12,9,12,8,5,1,1,1,3,1,3,1,1,2,3,2,13,14,5,10,14,15,13,15,1,10,20,5,1,1,10,1,1,1,1,1,1,1,189,76,20,9,27299998,6800,6800,4650,136,5,0,0,18738
30,136,140,7,10,12,13,13,14,12,10,7,7,12,10,8,14,15,13,17,13,12,13,13,17,15,12,14,10,13,14,13,14,11,10,16,13,16,11,11,13,14,9,11,3,1,3,2,3,3,3,3,2,3,2,13,12,15,12,12,17,7,11,1,1,1,1,1,1,1,15,1,15,17,5,20,18,176,70,12,20,6315791,6800,6800,3533,131,6,39,9,21398
33,136,175,4,11,10,6,13,5,11,6,11,15,15,6,15,13,12,16,12,16,12,14,14,11,11,14,5,15,12,10,10,9,15,17,8,10,7,15,14,9,16,11,10,3,2,1,2,2,1,1,1,2,1,3,10,15,15,10,13,11,14,9,1,12,20,12,8,8,1,1,1,1,1,1,1,1,190,94,16,20,1634788,6600,6800,6400,136,15,76,1,95889
34,136,141,11,13,11,7,12,12,10,10,12,14,12,7,15,12,13,14,15,13,14,10,13,13,11,9,13,12,14,15,13,12,12,11,9,13,14,13,13,10,10,8,9,2,3,4,3,2,1,1,3,1,2,4,10,12,7,9,11,13,15,16,1,20,1,12,19,12,1,15,1,1,15,1,1,1,177,77,20,12,2630710,6800,6800,5300,133,4,0,0,17903
26,136,144,13,14,14,14,14,12,11,12,7,6,13,14,9,15,12,12,11,13,12,13,13,14,13,9,14,8,11,11,14,14,13,9,14,14,13,12,13,5,13,8,13,3,2,3,2,2,3,2,3,3,1,1,20,15,13,11,11,9,13,8,1,1,1,1,1,1,1,14,10,10,20,16,13,16,179,82,9,20,8812977,6800,6750,5477,134,8,0,0,44926
22,136,152,11,13,14,13,11,9,10,13,6,6,13,13,6,13,12,12,14,12,12,13,12,14,14,7,13,8,14,16,15,13,12,8,14,15,13,12,13,8,12,6,13,1,1,3,1,1,1,1,1,1,3,2,12,13,8,12,12,13,11,12,1,1,1,1,1,1,1,17,1,1,19,1,20,18,171,70,20,8,74438852,7000,6800,5750,129,12,0,0,52196
25,136,155,4,11,13,6,13,10,16,7,7,14,14,2,14,15,7,15,12,14,11,13,12,15,11,6,11,12,12,12,14,13,13,15,11,14,13,14,14,10,13,10,13,1,3,1,3,1,1,2,4,3,2,3,8,13,3,13,15,14,15,15,1,10,20,1,10,1,1,1,1,1,1,1,1,1,194,89,20,13,20183497,6800,6800,5500,136,3,0,0,34798
30,136,140,6,9,13,15,15,9,15,14,7,6,12,17,5,15,14,15,14,16,12,14,15,13,12,9,14,8,12,14,14,14,15,14,13,15,15,14,12,7,10,8,8,2,2,3,2,1,1,2,2,2,2,2,11,12,12,7,14,9,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,20,183,76,6,20,12748327,6763,7250,4948,147,11,58,24,69684
30,136,142,11,15,14,12,12,10,8,12,10,5,13,10,5,13,13,15,12,14,14,13,14,12,13,11,14,8,10,13,14,15,13,7,13,14,13,10,13,7,14,11,12,1,3,1,3,1,2,2,2,2,3,3,12,13,8,14,13,12,11,14,1,1,1,1,1,1,1,15,1,19,18,11,20,1,173,64,12,20,11571050,6750,6750,5300,136,1,0,0,14657
32,136,136,13,14,12,13,11,15,8,10,13,10,12,10,11,12,16,12,14,10,12,10,11,16,13,8,14,10,14,16,14,13,15,11,17,13,14,11,13,8,14,6,16,1,4,3,2,2,1,2,1,2,2,3,14,14,8,12,12,14,11,13,1,10,1,20,10,20,1,18,1,16,18,1,16,1,180,81,10,20,1899195,6544,5966,4922,120,4,0,0,15384
31,136,142,6,10,11,16,13,9,13,12,7,6,11,16,8,13,12,15,13,14,14,12,14,14,14,9,16,7,16,14,13,13,12,10,16,13,14,11,14,8,13,7,10,3,1,1,1,1,2,1,1,2,1,2,13,13,8,15,14,15,14,13,1,1,1,1,1,1,1,9,1,9,8,9,12,20,179,74,12,20,347975206,6850,6850,4550,135,6,0,0,19657
25,136,153,14,11,17,11,15,14,5,10,3,8,15,12,8,17,12,12,9,13,11,16,12,12,17,4,13,8,12,12,15,16,12,8,13,14,12,7,12,6,12,8,15,1,2,1,1,3,1,3,1,1,1,3,12,13,16,8,10,10,10,11,1,1,1,1,1,1,1,15,12,11,18,20,15,12,180,67,10,20,4111059,6750,6750,5800,133,10,14,0,95889
